"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l9-1307","9","Hvilken fransk president hadde den lengste tjenestetid?","François Mitterrand","Charles de Gaulle","Jacques Chirac","Valéry Giscard d'Estaing"
"politics-l9-1308","9","Hvor mange år må en person minimum ha levd for å være stemmeberettiget i Norge?","18","16","17","21"
"politics-l9-1309","9","I hvilket år ble Sovjet-Unionen oppløst?","1991","1989","1992","1990"
"politics-l9-1310","9","Hvilken italiensk politiker hadde den lengste tjenestetid som statsminister?","Giulio Andreotti","Alcide De Gasperi","Silvio Berlusconi","Bettino Craxi"
"politics-l9-1311","9","Hvor mange medlemmer har Representantenes hus i USA?","435","400","450","500"
"politics-l9-1312","9","I hvilket år falt Berliner muren?","1989","1988","1990","1987"
"politics-l9-1313","9","Hvem var den første valgte presidenten av India?","Rajendra Prasad","Jawaharlal Nehru","Sardar Vallabhbhai Patel","Maulana Abul Kalam Azad"
"politics-l9-1314","9","Hvor mange ganger kan en amerikansk president være valgt til sitt verv?","2","1","3","4"
"politics-l9-1315","9","Hvilken kanadisk statsminister hadde den lengste tjenestetid?","William Lyon Mackenzie King","Pierre Trudeau","John A. Macdonald","Wilfrid Laurier"
"politics-l9-1316","9","Hvor mange republikker utgjorde Sovjet-Unionen?","15","12","18","20"
"politics-l9-1317","9","I hvilket år ble det første valgkvinnelige Storting valgt i Norge?","1945","1935","1950","1940"
"politics-l9-1318","9","Hvem var den første kvinnelige statsministeren i Skandinavia?","Gro Harlem Brundtland","Vigdís Finnbogadóttir","Annette Eltard","Anne-Marie Lizin"
"politics-l9-1319","9","I hvilket år ble FN offisielt etablert?","1945","1943","1946","1944"
"politics-l9-1320","9","Hvor mange medlemslander har NATO?","32","28","30","35"
"politics-l9-1321","9","Hvilken australsk statsminister hadde den lengste tjenestetid?","Robert Menzies","Paul Keating","Gough Whitlam","Bob Menzies"
"politics-l9-1322","9","I hvilket år fikk svarte fler stemmeret i USA?","1965","1964","1966","1963"
"politics-l9-1323","9","Hvor mange år varte Den kolde krigen omtrent?","46","40","50","44"
"politics-l9-1324","9","Hvem var den første demokratiske valgte presidenten i Argentina?","Raúl Alfonsín","Carlos Menem","Isabel Perón","Néstor Kirchner"
"politics-l9-1325","9","Hvor mange medlemmer hadde Den europeiske unionen ved opprettelsen i 1993?","12","9","15","10"
"politics-l9-1326","9","Hvilken japansk statsminister hadde den lengste tjenestetid etter 1945?","Shigeru Yoshida","Nobusuke Kishi","Hayato Ikeda","Eisaku Sato"
"politics-l10-1327","10","Hvor mange medlemmer har Storting et?","169","165","175","150"
"politics-l10-1328","10","Hvor mange år skal en norsk stortingsrepresentant minst være?","21","18","25","30"
"politics-l10-1329","10","Hvilken dag er Grunnlovsdag i Norge?","17. mai","8. mai","1. juni","22. juli"
"politics-l10-1330","10","Hvor mange kapitler har Norges Grunnlov?","22","20","25","19"
"politics-l10-1331","10","Hvor mange år kan en norsk monark høyst regjere?","Ubegrenset","30 år","50 år","20 år"
"politics-l10-1332","10","Hvor mange medlemmer skal Norge ha i Europaparlamentet dersom det blir medlem av EU?","14","13","15","12"
"politics-l10-1333","10","I hvilket år ble kvinners stemmerett etablert på nasjonalt nivå i Norge?","1913","1910","1915","1920"
"politics-l10-1334","10","Hvor mange fylker har Norge etter fylkesreformen som trer i kraft?","11","19","12","13"
"politics-l10-1335","10","Hvor mange ordførere skal hver kommune ha?","1","2","3","Varierer"
"politics-l10-1336","10","I hvilket år ble Norges Grunnlov endret for sist gang?","2012","2010","2015","2008"
"politics-l10-1337","10","Hvor mange år må en person oppholde seg i Norge for å få stemmerett i kommunevalg?","3 år","2 år","5 år","1 år"
"politics-l10-1338","10","Hva er minimumsalderen for å være medlem av Stortinget?","21 år","18 år","25 år","30 år"
"politics-l10-1339","10","Hvor mange ganger kan en norsk statsminister gjenvelges?","Ubegrenset","2 ganger","3 ganger","1 gang"
"politics-l10-1340","10","I hvilket år fikk kvinner samme stemmerett som menn i alle valg i Norge?","1921","1913","1927","1919"
"politics-l10-1341","10","Hvor mange dager skal det maksimalt gå mellom valg av Storting?","2555 dager","1825 dager","2190 dager","2920 dager"
"politics-l10-1342","10","Hvor mange timer skal Stortinget minimum holde sesjon per år?","1200 timer","800 timer","1500 timer","900 timer"
"politics-l10-1343","10","Hvor mange år skal statsråder minst være?","25 år","21 år","30 år","18 år"
"politics-l10-1344","10","Hvilket år ble Grunnloven fjernet?","1940","1941","1939","1945"
"politics-l10-1345","10","Hvor mange år skal man minst være for å være statsminister i Norge?","25 år","30 år","21 år","35 år"
"politics-l10-1346","10","I hvilket år ble Norges første Grunnlov signert i Eidsvoll?","1814","1810","1820","1815"
"politics-l10-1347","10","Hvor mange personer utgjør Statsrådet?","Varierer","15 personer","20 personer","12 personer"
"politics-l10-1348","10","Hvor mange år må en person være bosatt i Norge for å oppstille som stortingskandidat?","Ingen krav","2 år","5 år","3 år"
"politics-l10-1349","10","I hvilket år ble valgretten utvidet til også å omfatte personer over 18 år?","1971","1970","1972","1973"
"politics-l10-1350","10","Hvor mange dager kan Stortinget være oppløst?","60 dager","30 dager","90 dager","45 dager"
"politics-l10-1351","10","Hvor mange år skal man minst være for å stemme i Norge?","18 år","17 år","21 år","16 år"
"politics-l10-1352","10","Hvor mange stortingsperioder har Norge siden 1814?","Mer enn 25","Omkring 20","Omkring 15","Omkring 10"
"politics-l10-1353","10","Hvilket år vedtok Norge sin første grunnlovsfestet menneskerettighetskatalog?","2012","2010","2014","2008"
"politics-l10-1354","10","Hvor mange dager skal Kongen minst være i Norge per år ifølge Grunnloven?","Ingen spesifisert","90 dager","180 dager","120 dager"
"politics-l10-1355","10","I hvilket år ble valgretten utvidet til alle menn over 25 år?","1898","1895","1900","1903"
"politics-l10-1356","10","Hvor mange dager skal gå mellom oppløsning og nytt valg av Stortinget?","Omkring 3 måneder","Omkring 1 måned","Omkring 6 måneder","Omkring 2 måneder"
"politics-l10-1357","10","Hvem kan oppløse Stortinget ifølge Grunnloven?","Kongen","Statsministeren","Stortinget selv","Høyesterett"
"politics-l10-1358","10","Hvor mange år skal personer minst være for å være ordfører?","18 år","21 år","25 år","30 år"
"politics-l10-1359","10","Hvor mange personer utgjør Nobelkomiteen?","5 personer","3 personer","7 personer","4 personer"
"politics-l10-1360","10","Hvor mange år skal man minst ha oppholdt seg i Norge for å kunne bli medlem av Stortinget?","Ingen krav","2 år","5 år","1 år"
"politics-l10-1361","10","Hvilken tysk general ledet opposisjonen mot Hitler kjent som 'Juliplotten' i 1944?","Claus von Stauffenberg","Erwin Rommel","Wilhelm Canaris","Carl Goerdeler"
"politics-l10-1362","10","I hvilket år ble Den franske revolusjon utløst?","1789","1776","1799","1815"
"politics-l10-1363","10","Hvem var den første presidente i den amerikanske republikken?","George Washington","Thomas Jefferson","Benjamin Franklin","Alexander Hamilton"
"politics-l10-1364","10","Hvilken britisk statsminister leder landet under Andre verdenskrig?","Winston Churchill","Neville Chamberlain","Stanley Baldwin","Clement Attlee"
"politics-l10-1365","10","I hvilket år kollapset Berlinfølelsen og ble muren revet?","1989","1987","1991","1988"
"politics-l10-1366","10","Hvem grunnla Sovjetunionen og var dens første leder?","Vladimir Lenin","Joseph Stalin","Leon Trotskij","Nikolai Bukharin"
"politics-l10-1367","10","Hvilken emperador ledet Frankrike under Napoleonskrigene?","Napoleon Bonaparte","Louis XVIII","Charles X","Joseph Bonaparte"
"politics-l10-1368","10","I hvilket år ble USA's sivile krig avsluttet?","1865","1861","1863","1867"
"politics-l10-1369","10","Hvem var kansler i Tyskland før Hitler kom til makten?","Heinrich Brüning","Gustav Stresemann","Paul von Hindenburg","Franz von Papen"
"politics-l10-1370","10","I hvilken by ble traktaten som endte Første verdenskrig signert?","Versailles","Paris","Reims","Strasbourg"
"politics-l10-1371","10","Hvilken engelsk konge ble henrettet under den engelske borgerkrigen?","Karl I","Karl II","Jakob I","Henrik VIII"
"politics-l10-1372","10","Hvem var den første italienske statsminister etter enigheten av Italia?","Camillo Cavour","Giuseppe Garibaldi","Giuseppe Mazzini","Massimo D'Azeglio"
"politics-l10-1373","10","I hvilket år etablerte Frankrike sin femte republikk?","1958","1945","1962","1954"
"politics-l10-1374","10","Hvem ledet den russiske revolusjon i oktober 1917?","Vladimir Lenin","Leon Trotskij","Alexander Kerensky","Nikolai II"
"politics-l10-1375","10","Hvilket år ble Kina erklært som en folkerepublikk under Mao Zedong?","1949","1947","1951","1945"
"politics-l10-1376","10","Hvem var lederen av det britiske imperiet under den indiske uavhengighetskampen?","George VI","Eduard VIII","George V","Edward VII"
"politics-l10-1377","10","I hvilken by fant den amerikanske konstitusjonskonvensjonen sted i 1787?","Philadelphia","New York","Boston","Washington D.C."
"politics-l10-1378","10","Hvem var den første presidenten i Sør-Afrika etter apartheid-systemet?","Nelson Mandela","Thabo Mbeki","F.W. de Klerk","Johan Vorster"
"politics-l10-1379","10","I hvilket år ble Berlin splittet mellom de allierte maktene?","1945","1948","1947","1946"
"politics-l10-1380","10","Hvem var den østerrikske statsminister som ble eliminert av nazistene i 1934?","Engelbert Dollfuss","Kurt von Schuschnigg","Ernst Rüdiger von Starhemberg","Johann Rintelen"
"politics-l10-1381","10","Hvilket år ble Den kalde krigen offisielt erklært avsluttet?","1991","1989","1990","1985"
"politics-l10-1382","10","Hvem var presidenten av Tyskland under Weimarrepublikken?","Paul von Hindenburg","Friedrich Ebert","Otto von Bismarck","Max von Baden"
"politics-l10-1383","10","I hvilken år vedtok Norge sin grunnlov?","1814","1815","1812","1816"
"politics-l10-1384","10","Hvem var lederen av det japanske imperiet under Anden verdenskrig?","Hirohito","Tojo Hideki","Yamamoto Isoroku","Itagaki Seishiro"
"politics-l10-1385","10","I hvilken by ble FN grunnlagt i 1945?","San Francisco","New York","Yalta","Potsdam"
"politics-l10-1386","10","Hvem var den spanske generalissimo som ledet borgerkrigen?","Francisco Franco","Miguel Primo de Rivera","Emilio Mola","Manuel Azaña"
"politics-l10-1387","10","Hvilken år ble den prussiske staten oppløst etter Anden verdenskrig?","1947","1945","1948","1949"
"politics-l10-1388","10","Hvem var den sjefforhandler for Storbritannia under traktaten som endte Amerikas uavhengighetskrig?","Benjamin Franklin","John Adams","Thomas Jefferson","John Jay"
"politics-l10-1389","10","I hvilket år ble Den irske fristaten etablert?","1922","1921","1920","1923"
"politics-l10-1390","10","Hvem var den polske ledelsen under oppstanden mot russisk styre i 1863?","Januasz Zagórski","Bolesław Chmielnicki","Tadeusz Kościuszko","Władysław Sikorski"
"politics-l10-1391","10","Hvilket århundre oppsto the Magna Carta i England?","13.","12.","14.","11."
"politics-l10-1392","10","Hvem var den franske revolusjonsdiktator Robespierre også kjent som?","Maksimilian Robespierre","Jean-Paul Marat","Georges Danton","Camille Desmoulins"
"politics-l10-1393","10","I hvilket år ble Østerrike-Ungarn oppløst?","1918","1919","1920","1917"
"politics-l10-1394","10","Hvem var den italienske diktator som ble ødelagt i Anden verdenskrig?","Benito Mussolini","Victor Emmanuel III","Giuseppe Garibaldi","Carlo Sforza"
"politics-l10-1395","10","Hvilken år var året for samlingen av Tyskland under Bismarck?","1871","1870","1869","1872"
"politics-l10-1396","10","Hvem var den belgiske kongen som motsatte seg tysk invasjon i 1940?","Leopold III","Albert I","Baudouin","Albert II"
"politics-l10-1397","10","Hvem var den amerikanske presidenten under Borgerkriegen?","Abraham Lincoln","James Buchanan","Andrew Johnson","Zachary Taylor"
"politics-l10-1398","10","I hvilken by fant Konferansen i Jalta sted i 1945?","Yalta","Potsdam","Teheran","Casablanca"
"politics-l10-1399","10","Hvem var leder av det hollandske motstandsbevegelsen under Anden verdenskrig?","Wilhelmina","Marinus van der Lubbe","Anton Mussert","Hendrikus Colijn"
"politics-l10-1400","10","Hvilken politiker var statsminister i Norge fra 1981 til 1986?","Kåre Willoch","Gro Harlem Brundtland","Jan P. Syse","Oddvar Nordli"
"politics-l10-1401","10","Hvilket land ledet Nelson Mandela som president?","Sør-Afrika","Zimbabwe","Namibia","Zambia"
"politics-l10-1402","10","I hvilket år ble Margaret Thatcher valgt til britisk statsminister?","1979","1975","1982","1977"
"politics-l10-1403","10","Hvem var Den katolske kirkes pave fra 1978 til 2005?","Johannes Paul II","Paul VI","Johannes XXIII","Benedikt XVI"
"politics-l10-1404","10","Hvilket år ble Ronald Reagan valgt til president i USA?","1980","1978","1984","1976"
"politics-l10-1405","10","Hvem var den første kvinnelige statsminister i Canada?","Kim Campbell","Audrey McLaughlin","Flora MacDonald","Sheila Copps"
"politics-l10-1406","10","I hvilket år døde Fidel Castro?","2016","2014","2018","2015"
"politics-l10-1407","10","Hvem var presidenten i Frankrike da Sarkozy tiltrådte i 2007?","Jacques Chirac","François Hollande","Valéry Giscard d'Estaing","Georges Pompidou"
"politics-l10-1408","10","Hvilken politiker grunnla det moderne Singapore som statsminister?","Lee Kuan Yew","Goh Chok Tong","Lee Hsien Loong","S. Rajaratnam"
"politics-l10-1409","10","I hvilket år ble Mikhail Gorbachev valgt til leder av Sovjetunionen?","1985","1983","1987","1982"
"politics-l10-1410","10","Hvem var statsminister i Tyskland under gjenforeningen i 1990?","Helmut Kohl","Willy Brandt","Helmut Schmidt","Konrad Adenauer"
"politics-l10-1411","10","Hvilken politiker var leder av Sør-Vietnams regjering fra 1965 til 1975?","Nguyễn Văn Thiệu","Ngo Dinh Diem","Tran Van Huong","Phan Huy Quát"
"politics-l10-1412","10","I hvilket år ble Indira Gandhi drept?","1984","1982","1986","1980"
"politics-l10-1413","10","Hvem grunnla Det demokratiske Kampuchea (Kampuchea) som leder?","Pol Pot","Ieng Sary","Nuon Chea","Ta Mok"
"politics-l10-1414","10","Hvilken politiker var diktator av Chile fra 1973 til 1990?","Augusto Pinochet","Carlos Ibáñez del Campo","Jorge Alessandri","Eduardo Frei Montalva"
"politics-l10-1415","10","I hvilket år ble John F. Kennedy valgt til USAs president?","1960","1958","1962","1956"
"politics-l10-1416","10","Hvem var Israels statsminister under Yom Kippur-krigen i 1973?","Golda Meir","Levi Eshkol","Menachem Begin","David Ben-Gurion"
"politics-l10-1417","10","Hvilken politiker var presidenten i Argentina fra 1989 til 1999?","Carlos Menem","Raúl Alfonsín","Fernando de la Rúa","Cristina Fernández"
"politics-l10-1418","10","I hvilket år ble Berlin-muren revet?","1989","1988","1990","1987"
"politics-l10-1419","10","Hvem var statsminister i Sverige fra 1986 til 1991?","Ingvar Carlsson","Olof Palme","Thorbjörn Fälldin","Carl Bildt"
"politics-l10-1420","10","Hvilken politiker var leder av Palestinsk frigjøring-organisasjonen (PLO)?","Yasser Arafat","Abu Jihad","George Habash","Naayef Hawatmeh"
"politics-l10-1421","10","Hvem var statsminister i Danmark fra 1982 til 1993?","Poul Schlüter","Anker Jørgensen","Paul Hartling","Hilmar Baunsgaard"
"politics-l10-1422","10","Hvilken politiker var presidenten i Iran under revolusjonen i 1979?","Ayatollah Khomeini","Mohammad Mossadegh","Abolhassan Banisadr","Mohammad Reza Pahlavi"
"politics-l10-1423","10","I hvilket år ble Lech Wałęsa valgt til president i Polen?","1990","1988","1992","1989"
"politics-l10-1424","10","Hvem var statsminister i Australia fra 1975 til 1983?","Malcolm Fraser","Gough Whitlam","Bob Menzies","Paul Keating"
"politics-l10-1425","10","Hvilken politiker grunnla Jugoslavia etter Første verdenskrig?","Aleksandar Karađorđević","Josip Broz Tito","Milan Stojadinović","Nikola Pašić"
"politics-l10-1426","10","I hvilket år ble Slobodan Milošević arrestert?","2001","1999","2003","2000"
"politics-l10-1427","10","Hvem var presidenten i Filippinene fra 1972 til 1986?","Ferdinand Marcos","Ramon Magsaysay","Corazon Aquino","Emilio Aguinaldo"
"politics-l10-1428","10","Hvilken politiker var statsminister i Japan fra 1982 til 1987?","Yasuhiro Nakasone","Kakuei Tanaka","Takeo Miki","Zenko Suzuki"
